species_id,pokemon_id,name_ko,name_en,generation,is_legendary,is_mythical,types_en,types_ko,height_m,weight_kg,hp,attack,defense,special_attack,special_defense,speed,total,image_file,image_url
537,537,두빅굴,seismitoad,generation-v,0,0,water|ground,물|땅,1.5,62.0,105,95,75,85,75,74,509,data\images\0537_seismitoad.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/537.png
538,538,던지미,throh,generation-v,0,0,fighting,격투,1.3,55.5,120,100,85,30,85,45,465,data\images\0538_throh.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/538.png
539,539,타격귀,sawk,generation-v,0,0,fighting,격투,1.4,51.0,75,125,75,30,75,85,465,data\images\0539_sawk.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/539.png
540,540,두르보,sewaddle,generation-v,0,0,bug|grass,벌레|풀,0.3,2.5,45,53,70,40,60,42,310,data\images\0540_sewaddle.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/540.png
541,541,두르쿤,swadloon,generation-v,0,0,bug|grass,벌레|풀,0.5,7.3,55,63,90,50,80,42,380,data\images\0541_swadloon.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/541.png
542,542,모아머,leavanny,generation-v,0,0,bug|grass,벌레|풀,1.2,20.5,75,103,80,70,80,92,500,data\images\0542_leavanny.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/542.png
543,543,마디네,venipede,generation-v,0,0,bug|poison,벌레|독,0.4,5.3,30,45,59,30,39,57,260,data\images\0543_venipede.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/543.png
544,544,휠구,whirlipede,generation-v,0,0,bug|poison,벌레|독,1.2,58.5,40,55,99,40,79,47,360,data\images\0544_whirlipede.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/544.png
545,545,펜드라,scolipede,generation-v,0,0,bug|poison,벌레|독,2.5,200.5,60,100,89,55,69,112,485,data\images\0545_scolipede.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/545.png
546,546,소미안,cottonee,generation-v,0,0,grass|fairy,풀|페어리,0.3,0.6,40,27,60,37,50,66,280,data\images\0546_cottonee.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/546.png
547,547,엘풍,whimsicott,generation-v,0,0,grass|fairy,풀|페어리,0.7,6.6,60,67,85,77,75,116,480,data\images\0547_whimsicott.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/547.png
548,548,치릴리,petilil,generation-v,0,0,grass,풀,0.5,6.6,45,35,50,70,50,30,280,data\images\0548_petilil.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/548.png
549,549,드레디어,lilligant,generation-v,0,0,grass,풀,1.1,16.3,70,60,75,110,75,90,480,data\images\0549_lilligant.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/549.png
550,550,배쓰나이,basculin,generation-v,0,0,water,물,1.0,18.0,70,92,65,80,55,98,460,data\images\0550_basculin.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/550.png
551,551,깜눈크,sandile,generation-v,0,0,ground|dark,땅|악,0.7,15.2,50,72,35,35,35,65,292,data\images\0551_sandile.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/551.png
552,552,악비르,krokorok,generation-v,0,0,ground|dark,땅|악,1.0,33.4,60,82,45,45,45,74,351,data\images\0552_krokorok.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/552.png
553,553,악비아르,krookodile,generation-v,0,0,ground|dark,땅|악,1.5,96.3,95,117,80,65,70,92,519,data\images\0553_krookodile.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/553.png
554,554,달막화,darumaka,generation-v,0,0,fire,불꽃,0.6,37.5,70,90,45,15,45,50,315,data\images\0554_darumaka.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/554.png
555,555,불비달마,darmanitan,generation-v,0,0,fire,불꽃,1.3,92.9,105,140,55,30,55,95,480,data\images\0555_darmanitan.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/555.png
556,556,마라카치,maractus,generation-v,0,0,grass,풀,1.0,28.0,75,86,67,106,67,60,461,data\images\0556_maractus.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/556.png
557,557,돌살이,dwebble,generation-v,0,0,bug|rock,벌레|바위,0.3,14.5,50,65,85,35,35,55,325,data\images\0557_dwebble.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/557.png
558,558,암팰리스,crustle,generation-v,0,0,bug|rock,벌레|바위,1.4,200.0,70,105,125,65,75,45,485,data\images\0558_crustle.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/558.png
559,559,곤율랭,scraggy,generation-v,0,0,dark|fighting,악|격투,0.6,11.8,50,75,70,35,70,48,348,data\images\0559_scraggy.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/559.png
560,560,곤율거니,scrafty,generation-v,0,0,dark|fighting,악|격투,1.1,30.0,65,90,115,45,115,58,488,data\images\0560_scrafty.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/560.png
561,561,심보러,sigilyph,generation-v,0,0,psychic|flying,에스퍼|비행,1.4,14.0,72,58,80,103,80,97,490,data\images\0561_sigilyph.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/561.png
562,562,데스마스,yamask,generation-v,0,0,ghost,고스트,0.5,1.5,38,30,85,55,65,30,303,data\images\0562_yamask.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/562.png
563,563,데스니칸,cofagrigus,generation-v,0,0,ghost,고스트,1.7,76.5,58,50,145,95,105,30,483,data\images\0563_cofagrigus.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/563.png
564,564,프로토가,tirtouga,generation-v,0,0,water|rock,물|바위,0.7,16.5,54,78,103,53,45,22,355,data\images\0564_tirtouga.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/564.png
565,565,늑골라,carracosta,generation-v,0,0,water|rock,물|바위,1.2,81.0,74,108,133,83,65,32,495,data\images\0565_carracosta.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/565.png
566,566,아켄,archen,generation-v,0,0,rock|flying,바위|비행,0.5,9.5,55,112,45,74,45,70,401,data\images\0566_archen.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/566.png
567,567,아케오스,archeops,generation-v,0,0,rock|flying,바위|비행,1.4,32.0,75,140,65,112,65,110,567,data\images\0567_archeops.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/567.png
568,568,깨봉이,trubbish,generation-v,0,0,poison,독,0.6,31.0,50,50,62,40,62,65,329,data\images\0568_trubbish.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/568.png
569,569,더스트나,garbodor,generation-v,0,0,poison,독,1.9,107.3,80,95,82,60,82,75,474,data\images\0569_garbodor.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/569.png
570,570,조로아,zorua,generation-v,0,0,dark,악,0.7,12.5,40,65,40,80,40,65,330,data\images\0570_zorua.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/570.png
571,571,조로아크,zoroark,generation-v,0,0,dark,악,1.6,81.1,60,105,60,120,60,105,510,data\images\0571_zoroark.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/571.png
572,572,치라미,minccino,generation-v,0,0,normal,노말,0.4,5.8,55,50,40,40,40,75,300,data\images\0572_minccino.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/572.png
573,573,치라치노,cinccino,generation-v,0,0,normal,노말,0.5,7.5,75,95,60,65,60,115,470,data\images\0573_cinccino.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/573.png
574,574,고디탱,gothita,generation-v,0,0,psychic,에스퍼,0.4,5.8,45,30,50,55,65,45,290,data\images\0574_gothita.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/574.png
575,575,고디보미,gothorita,generation-v,0,0,psychic,에스퍼,0.7,18.0,60,45,70,75,85,55,390,data\images\0575_gothorita.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/575.png
576,576,고디모아젤,gothitelle,generation-v,0,0,psychic,에스퍼,1.5,44.0,70,55,95,95,110,65,490,data\images\0576_gothitelle.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/576.png
577,577,유니란,solosis,generation-v,0,0,psychic,에스퍼,0.3,1.0,45,30,40,105,50,20,290,data\images\0577_solosis.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/577.png
578,578,듀란,duosion,generation-v,0,0,psychic,에스퍼,0.6,8.0,65,40,50,125,60,30,370,data\images\0578_duosion.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/578.png
579,579,란쿨루스,reuniclus,generation-v,0,0,psychic,에스퍼,1.0,20.1,110,65,75,125,85,30,490,data\images\0579_reuniclus.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/579.png
580,580,꼬지보리,ducklett,generation-v,0,0,water|flying,물|비행,0.5,5.5,62,44,50,44,50,55,305,data\images\0580_ducklett.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/580.png
581,581,스완나,swanna,generation-v,0,0,water|flying,물|비행,1.3,24.2,75,87,63,87,63,98,473,data\images\0581_swanna.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/581.png
582,582,바닐프티,vanillite,generation-v,0,0,ice,얼음,0.4,5.7,36,50,50,65,60,44,305,data\images\0582_vanillite.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/582.png
583,583,바닐리치,vanillish,generation-v,0,0,ice,얼음,1.1,41.0,51,65,65,80,75,59,395,data\images\0583_vanillish.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/583.png
584,584,배바닐라,vanilluxe,generation-v,0,0,ice,얼음,1.3,57.5,71,95,85,110,95,79,535,data\images\0584_vanilluxe.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/584.png
585,585,사철록,deerling,generation-v,0,0,normal|grass,노말|풀,0.6,19.5,60,60,50,40,50,75,335,data\images\0585_deerling.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/585.png
586,586,바라철록,sawsbuck,generation-v,0,0,normal|grass,노말|풀,1.9,92.5,80,100,70,60,70,95,475,data\images\0586_sawsbuck.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/586.png
587,587,에몽가,emolga,generation-v,0,0,electric|flying,전기|비행,0.4,5.0,55,75,60,75,60,103,428,data\images\0587_emolga.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/587.png
588,588,딱정곤,karrablast,generation-v,0,0,bug,벌레,0.5,5.9,50,75,45,40,45,60,315,data\images\0588_karrablast.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/588.png
589,589,슈바르고,escavalier,generation-v,0,0,bug|steel,벌레|강철,1.0,33.0,70,135,105,60,105,20,495,data\images\0589_escavalier.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/589.png
590,590,깜놀버슬,foongus,generation-v,0,0,grass|poison,풀|독,0.2,1.0,69,55,45,55,55,15,294,data\images\0590_foongus.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/590.png
591,591,뽀록나,amoonguss,generation-v,0,0,grass|poison,풀|독,0.6,10.5,114,85,70,85,80,30,464,data\images\0591_amoonguss.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/591.png
592,592,탱그릴,frillish,generation-v,0,0,water|ghost,물|고스트,1.2,33.0,55,40,50,65,85,40,335,data\images\0592_frillish.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/592.png
593,593,탱탱겔,jellicent,generation-v,0,0,water|ghost,물|고스트,2.2,135.0,100,60,70,85,105,60,480,data\images\0593_jellicent.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/593.png
594,594,맘복치,alomomola,generation-v,0,0,water,물,1.2,31.6,165,75,80,40,45,65,470,data\images\0594_alomomola.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/594.png
595,595,파쪼옥,joltik,generation-v,0,0,bug|electric,벌레|전기,0.1,0.6,50,47,50,57,50,65,319,data\images\0595_joltik.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/595.png
596,596,전툴라,galvantula,generation-v,0,0,bug|electric,벌레|전기,0.8,14.3,70,77,60,97,60,108,472,data\images\0596_galvantula.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/596.png
597,597,철시드,ferroseed,generation-v,0,0,grass|steel,풀|강철,0.6,18.8,44,50,91,24,86,10,305,data\images\0597_ferroseed.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/597.png
598,598,너트령,ferrothorn,generation-v,0,0,grass|steel,풀|강철,1.0,110.0,74,94,131,54,116,20,489,data\images\0598_ferrothorn.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/598.png
599,599,기어르,klink,generation-v,0,0,steel,강철,0.3,21.0,40,55,70,45,60,30,300,data\images\0599_klink.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/599.png
600,600,기기어르,klang,generation-v,0,0,steel,강철,0.6,51.0,60,80,95,70,85,50,440,data\images\0600_klang.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/600.png
601,601,기기기어르,klinklang,generation-v,0,0,steel,강철,0.6,81.0,60,100,115,70,85,90,520,data\images\0601_klinklang.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/601.png
602,602,저리어,tynamo,generation-v,0,0,electric,전기,0.2,0.3,35,55,40,45,40,60,275,data\images\0602_tynamo.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/602.png
603,603,저리릴,eelektrik,generation-v,0,0,electric,전기,1.2,22.0,65,85,70,75,70,40,405,data\images\0603_eelektrik.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/603.png
604,604,저리더프,eelektross,generation-v,0,0,electric,전기,2.1,80.5,85,115,80,105,80,50,515,data\images\0604_eelektross.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/604.png
605,605,리그레,elgyem,generation-v,0,0,psychic,에스퍼,0.5,9.0,55,55,55,85,55,30,335,data\images\0605_elgyem.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/605.png
606,606,벰크,beheeyem,generation-v,0,0,psychic,에스퍼,1.0,34.5,75,75,75,125,95,40,485,data\images\0606_beheeyem.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/606.png
607,607,불켜미,litwick,generation-v,0,0,ghost|fire,고스트|불꽃,0.3,3.1,50,30,55,65,55,20,275,data\images\0607_litwick.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/607.png
608,608,램프라,lampent,generation-v,0,0,ghost|fire,고스트|불꽃,0.6,13.0,60,40,60,95,60,55,370,data\images\0608_lampent.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/608.png
609,609,샹델라,chandelure,generation-v,0,0,ghost|fire,고스트|불꽃,1.0,34.3,60,55,90,145,90,80,520,data\images\0609_chandelure.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/609.png
610,610,터검니,axew,generation-v,0,0,dragon,드래곤,0.6,18.0,46,87,60,30,40,57,320,data\images\0610_axew.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/610.png
611,611,액슨도,fraxure,generation-v,0,0,dragon,드래곤,1.0,36.0,66,117,70,40,50,67,410,data\images\0611_fraxure.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/611.png
612,612,액스라이즈,haxorus,generation-v,0,0,dragon,드래곤,1.8,105.5,76,147,90,60,70,97,540,data\images\0612_haxorus.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/612.png
613,613,코고미,cubchoo,generation-v,0,0,ice,얼음,0.5,8.5,55,70,40,60,40,40,305,data\images\0613_cubchoo.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/613.png
614,614,툰베어,beartic,generation-v,0,0,ice,얼음,2.6,260.0,95,130,80,70,80,50,505,data\images\0614_beartic.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/614.png
615,615,프리지오,cryogonal,generation-v,0,0,ice,얼음,1.1,148.0,80,50,50,95,135,105,515,data\images\0615_cryogonal.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/615.png
616,616,쪼마리,shelmet,generation-v,0,0,bug,벌레,0.4,7.7,50,40,85,40,65,25,305,data\images\0616_shelmet.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/616.png
617,617,어지리더,accelgor,generation-v,0,0,bug,벌레,0.8,25.3,80,70,40,100,60,145,495,data\images\0617_accelgor.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/617.png
618,618,메더,stunfisk,generation-v,0,0,ground|electric,땅|전기,0.7,11.0,109,66,84,81,99,32,471,data\images\0618_stunfisk.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/618.png
619,619,비조푸,mienfoo,generation-v,0,0,fighting,격투,0.9,20.0,45,85,50,55,50,65,350,data\images\0619_mienfoo.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/619.png
620,620,비조도,mienshao,generation-v,0,0,fighting,격투,1.4,35.5,65,125,60,95,60,105,510,data\images\0620_mienshao.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/620.png
621,621,크리만,druddigon,generation-v,0,0,dragon,드래곤,1.6,139.0,77,120,90,60,90,48,485,data\images\0621_druddigon.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/621.png
622,622,골비람,golett,generation-v,0,0,ground|ghost,땅|고스트,1.0,92.0,59,74,50,35,50,35,303,data\images\0622_golett.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/622.png
623,623,골루그,golurk,generation-v,0,0,ground|ghost,땅|고스트,2.8,330.0,89,124,80,55,80,55,483,data\images\0623_golurk.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/623.png
624,624,자망칼,pawniard,generation-v,0,0,dark|steel,악|강철,0.5,10.2,45,85,70,40,40,60,340,data\images\0624_pawniard.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/624.png
625,625,절각참,bisharp,generation-v,0,0,dark|steel,악|강철,1.6,70.0,65,125,100,60,70,70,490,data\images\0625_bisharp.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/625.png
626,626,버프론,bouffalant,generation-v,0,0,normal,노말,1.6,94.6,95,110,95,40,95,55,490,data\images\0626_bouffalant.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/626.png
627,627,수리둥보,rufflet,generation-v,0,0,normal|flying,노말|비행,0.5,10.5,70,83,50,37,50,60,350,data\images\0627_rufflet.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/627.png
628,628,워글,braviary,generation-v,0,0,normal|flying,노말|비행,1.5,41.0,100,123,75,57,75,80,510,data\images\0628_braviary.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/628.png
629,629,벌차이,vullaby,generation-v,0,0,dark|flying,악|비행,0.5,9.0,70,55,75,45,65,60,370,data\images\0629_vullaby.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/629.png
630,630,버랜지나,mandibuzz,generation-v,0,0,dark|flying,악|비행,1.2,39.5,110,65,105,55,95,80,510,data\images\0630_mandibuzz.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/630.png
631,631,앤티골,heatmor,generation-v,0,0,fire,불꽃,1.4,58.0,85,97,66,105,66,65,484,data\images\0631_heatmor.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/631.png
632,632,아이앤트,durant,generation-v,0,0,bug|steel,벌레|강철,0.3,33.0,58,109,112,48,48,109,484,data\images\0632_durant.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/632.png
633,633,모노두,deino,generation-v,0,0,dark|dragon,악|드래곤,0.8,17.3,52,65,50,45,50,38,300,data\images\0633_deino.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/633.png
634,634,디헤드,zweilous,generation-v,0,0,dark|dragon,악|드래곤,1.4,50.0,72,85,70,65,70,58,420,data\images\0634_zweilous.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/634.png
635,635,삼삼드래,hydreigon,generation-v,0,0,dark|dragon,악|드래곤,1.8,160.0,92,105,90,125,90,98,600,data\images\0635_hydreigon.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/635.png
636,636,활화르바,larvesta,generation-v,0,0,bug|fire,벌레|불꽃,1.1,28.8,55,85,55,50,55,60,360,data\images\0636_larvesta.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/636.png
637,637,불카모스,volcarona,generation-v,0,0,bug|fire,벌레|불꽃,1.6,46.0,85,60,65,135,105,100,550,data\images\0637_volcarona.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/637.png
638,638,코바르온,cobalion,generation-v,1,0,steel|fighting,강철|격투,2.1,250.0,91,90,129,90,72,108,580,data\images\0638_cobalion.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/638.png
639,639,테라키온,terrakion,generation-v,1,0,rock|fighting,바위|격투,1.9,260.0,91,129,90,72,90,108,580,data\images\0639_terrakion.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/639.png
640,640,비리디온,virizion,generation-v,1,0,grass|fighting,풀|격투,2.0,200.0,91,90,72,90,129,108,580,data\images\0640_virizion.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/640.png
641,641,토네로스,tornadus,generation-v,1,0,flying,비행,1.5,63.0,79,115,70,125,80,111,580,data\images\0641_tornadus.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/641.png
642,642,볼트로스,thundurus,generation-v,1,0,electric|flying,전기|비행,1.5,61.0,79,115,70,125,80,111,580,data\images\0642_thundurus.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/642.png
643,643,레시라무,reshiram,generation-v,1,0,dragon|fire,드래곤|불꽃,3.2,330.0,100,120,100,150,120,90,680,data\images\0643_reshiram.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/643.png
644,644,제크로무,zekrom,generation-v,1,0,dragon|electric,드래곤|전기,2.9,345.0,100,150,120,120,100,90,680,data\images\0644_zekrom.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/644.png
645,645,랜드로스,landorus,generation-v,1,0,ground|flying,땅|비행,1.5,68.0,89,125,90,115,80,101,600,data\images\0645_landorus.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/645.png
646,646,큐레무,kyurem,generation-v,1,0,dragon|ice,드래곤|얼음,3.0,325.0,125,130,90,130,90,95,660,data\images\0646_kyurem.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/646.png
647,647,케르디오,keldeo,generation-v,0,1,water|fighting,물|격투,1.4,48.5,91,72,90,129,90,108,580,data\images\0647_keldeo.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/647.png
648,648,메로엣타,meloetta,generation-v,0,1,normal|psychic,노말|에스퍼,0.6,6.5,100,77,77,128,128,90,600,data\images\0648_meloetta.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/648.png
649,649,게노세크트,genesect,generation-v,0,1,bug|steel,벌레|강철,1.5,82.5,71,120,95,120,95,99,600,data\images\0649_genesect.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/649.png
650,650,도치마론,chespin,generation-vi,0,0,grass,풀,0.4,9.0,56,61,65,48,45,38,313,data\images\0650_chespin.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/650.png
651,651,도치보구,quilladin,generation-vi,0,0,grass,풀,0.7,29.0,61,78,95,56,58,57,405,data\images\0651_quilladin.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/651.png
652,652,브리가론,chesnaught,generation-vi,0,0,grass|fighting,풀|격투,1.6,90.0,88,107,122,74,75,64,530,data\images\0652_chesnaught.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/652.png
653,653,푸호꼬,fennekin,generation-vi,0,0,fire,불꽃,0.4,9.4,40,45,40,62,60,60,307,data\images\0653_fennekin.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/653.png
654,654,테르나,braixen,generation-vi,0,0,fire,불꽃,1.0,14.5,59,59,58,90,70,73,409,data\images\0654_braixen.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/654.png
